"Id","SalePrice"
1461,123390.655342957
1462,165812.948434179
1463,186720.529607733
1464,190333.753743034
1465,238721.275974786
1466,169251.497499463
1467,172954.096224455
1468,161088.456652342
1469,190311.795505544
1470,123956.974776336
1471,198226.094462851
1472,96610.7848647873
1473,100327.206576957
1474,156099.428971711
1475,118134.126714987
1476,378647.387212054
1477,266218.712817617
1478,326526.648225083
1479,283223.634997716
1480,423970.379900775
1481,294454.891023423
1482,230108.524547591
1483,176648.355831855
1484,161970.862689395
1485,180940.826249983
1486,196562.226584356
1487,327990.109342145
1488,229850.471322196
1489,201323.117324525
1490,227617.654768259
1491,190961.899683067
1492,95916.4176221844
1493,157727.433129349
1494,313389.296941423
1495,316663.645373133
1496,223075.907257386
1497,193994.783983074
1498,171684.950434517
1499,173937.263416942
1500,164023.916343332
1501,180277.544352387
1502,162630.981428119
1503,269266.514336974
1504,241397.57408403
1505,213597.485041298
1506,186554.50168838
1507,247105.016489839
1508,196598.34625642
1509,158654.409226447
1510,144449.246170034
1511,151179.519701208
1512,186780.87480754
1513,138175.134718959
1514,191918.570661888
1515,210083.984039545
1516,147482.340528759
1517,164672.442854626
1518,148478.277138541
1519,214614.507634617
1520,139274.203771079
1521,145100.176765375
1522,173633.404688073
1523,120897.050755845
1524,109760.360673795
1525,121219.738099864
1526,110166.65213437
1527,96977.9687663327
1528,143923.478135894
1529,137704.189002299
1530,180258.864712161
1531,107386.882592353
1532,94892.8280290556
1533,145394.699080536
1534,114896.122690651
1535,169105.374448028
1536,108073.297088264
1537,57125.3045218918
1538,160873.680476008
1539,197301.554453562
1540,130252.907276764
1541,133485.226751388
1542,172060.492790988
1543,208771.184177843
1544,96446.6934537289
1545,113054.756871753
1546,124096.239244031
1547,153976.168041862
1548,141978.392949076
1549,116664.593462001
1550,143146.35541857
1551,120410.364041428
1552,133679.088773621
1553,149376.334735949
1554,113339.280929416
1555,177200.899002237
1556,109945.921933863
1557,141394.197068516
1558,103675.343683235
1559,119347.961197606
1560,141086.758525247
1561,174199.973933117
1562,127707.893385349
1563,118469.539356983
1564,168379.715485875
1565,142125.939774107
1566,210119.258018563
1567,75672.5798412815
1568,219299.795377928
1569,136658.13103736
1570,119440.299029696
1571,106266.891806802
1572,138464.469491316
1573,235443.587636056
1574,120425.007966844
1575,224819.14719742
1576,201978.752033458
1577,177630.91849406
1578,129545.081604423
1579,150046.845336244
1580,193698.05318845
1581,147103.198518721
1582,122262.25149246
1583,288541.41696942
1584,214715.797905717
1585,150177.077234396
1586,63753.3695494914
1587,72061.7031081827
1588,139717.958266147
1589,84418.538179737
1590,126541.630522695
1591,90883.563921001
1592,119815.81175527
1593,110667.078168047
1594,174776.44657251
1595,132764.771886592
1596,239813.092816538
1597,220427.456424628
1598,224809.781140721
1599,181987.228581075
1600,178182.281553463
1601,64322.3777410924
1602,120728.311361664
1603,67439.6223573307
1604,291066.668408933
1605,237042.729987099
1606,158707.048220331
1607,188949.715241296
1608,189441.366247435
1609,198456.095005244
1610,153840.369796916
1611,129537.823336544
1612,162766.751611871
1613,149648.933604974
1614,112183.117839393
1615,88049.3186062954
1616,84373.9228323816
1617,91977.0019718124
1618,119250.508654719
1619,125383.721179928
1620,195038.920615728
1621,141180.357160368
1622,144244.289176056
1623,256235.690691825
1624,200714.188024764
1625,120762.456566681
1626,171150.578958106
1627,190216.951827156
1628,273594.58192076
1629,180328.118679274
1630,354252.008665087
1631,243927.423050673
1632,273170.081262192
1633,166835.17449208
1634,182610.327051922
1635,180089.699236189
1636,154572.743752612
1637,195622.637763195
1638,184486.745066465
1639,177012.297145517
1640,248947.71726189
1641,187795.121183173
1642,240357.114431896
1643,233407.275315666
1644,238331.205742468
1645,216837.534784065
1646,151395.204031599
1647,163456.54801485
1648,126410.388663617
1649,129814.391961552
1650,106634.199329172
1651,118561.336461432
1652,99839.4181270498
1653,99288.2698911675
1654,150404.292892123
1655,149107.529702377
1656,148716.651563515
1657,151789.648993683
1658,146786.504061652
1659,130525.575279531
1660,141593.572858567
1661,414244.76839869
1662,415625.622592825
1663,374954.324289895
1664,471653.595682078
1665,328173.350865063
1666,296157.454773416
1667,335116.75623261
1668,350521.302948691
1669,335906.970007009
1670,359104.669019675
1671,260078.007731752
1672,419238.319457368
1673,281651.008711839
1674,246587.868757786
1675,209346.900414697
1676,205829.805182472
1677,225260.019811302
1678,443796.669994553
1679,342042.790222491
1680,373371.978231236
1681,306474.868398935
1682,282943.139047894
1683,202441.838539734
1684,182404.342514334
1685,171635.126347576
1686,166636.260508384
1687,171539.959045992
1688,191360.854127206
1689,190240.790987504
1690,197177.825481731
1691,184365.319803684
1692,252805.758344792
1693,178094.706268543
1694,179994.58223783
1695,165120.427716697
1696,253556.038401399
1697,164941.222019729
1698,347532.955273329
1699,314402.157742087
1700,271275.496159497
1701,303523.03514272
1702,239190.283457692
1703,235389.464554859
1704,267340.447413311
1705,227761.252240765
1706,408714.830240388
1707,214472.632785922
1708,192534.772110619
1709,280286.281758335
1710,219095.446144311
1711,247074.840649909
1712,266661.557234937
1713,261104.231200528
1714,221352.568345866
1715,203647.887014144
1716,173509.061466884
1717,167824.445420397
1718,154908.179041423
1719,198151.584491117
1720,231260.891894498
1721,167425.427352788
1722,149826.97476315
1723,167852.288314352
1724,208064.134591495
1725,226316.92493308
1726,187788.354614734
